,img_id,img_name,img_path,category_id,label,img_set,label2,category_id2,label_same,category_id_same
1298,image_02499,image_02499.jpg,jpg/image_02499.jpg,75.0,morning glory,train,morning glory,75.0,True,True
1270,image_02505,image_02505.jpg,jpg/image_02505.jpg,75.0,morning glory,train,morning glory,75.0,True,True
1303,image_02507,image_02507.jpg,jpg/image_02507.jpg,75.0,morning glory,train,morning glory,75.0,True,True
1302,image_02512,image_02512.jpg,jpg/image_02512.jpg,75.0,morning glory,train,morning glory,75.0,True,True
1289,image_02514,image_02514.jpg,jpg/image_02514.jpg,75.0,morning glory,train,morning glory,75.0,True,True
1265,image_02516,image_02516.jpg,jpg/image_02516.jpg,75.0,morning glory,train,bolero deep blue,75.0,False,True
1315,image_02524,image_02524.jpg,jpg/image_02524.jpg,75.0,morning glory,train,morning glory,75.0,True,True
1277,image_02528,image_02528.jpg,jpg/image_02528.jpg,75.0,morning glory,train,morning glory,75.0,True,True
1284,image_02534,image_02534.jpg,jpg/image_02534.jpg,75.0,morning glory,train,morning glory,75.0,True,True
1293,image_02549,image_02549.jpg,jpg/image_02549.jpg,75.0,morning glory,train,morning glory,75.0,True,True
1334,image_02559,image_02559.jpg,jpg/image_02559.jpg,83.0,columbine,train,columbine,83.0,True,True
1320,image_02566,image_02566.jpg,jpg/image_02566.jpg,83.0,columbine,train,columbine,83.0,True,True
1337,image_02567,image_02567.jpg,jpg/image_02567.jpg,83.0,columbine,train,columbine,83.0,True,True
1330,image_02570,image_02570.jpg,jpg/image_02570.jpg,83.0,columbine,train,columbine,83.0,True,True
1349,image_02571,image_02571.jpg,jpg/image_02571.jpg,83.0,columbine,train,columbine,83.0,True,True
1331,image_02573,image_02573.jpg,jpg/image_02573.jpg,83.0,columbine,train,columbine,83.0,True,True
1323,image_02582,image_02582.jpg,jpg/image_02582.jpg,83.0,columbine,train,columbine,83.0,True,True
1352,image_02591,image_02591.jpg,jpg/image_02591.jpg,83.0,columbine,train,columbine,83.0,True,True
1346,image_02592,image_02592.jpg,jpg/image_02592.jpg,83.0,columbine,train,trumpet creeper,83.0,False,True
1339,image_02593,image_02593.jpg,jpg/image_02593.jpg,83.0,columbine,train,columbine,83.0,True,True
1361,image_02595,image_02595.jpg,jpg/image_02595.jpg,83.0,columbine,train,columbine,83.0,True,True
1356,image_02601,image_02601.jpg,jpg/image_02601.jpg,83.0,columbine,train,columbine,83.0,True,True
1324,image_02604,image_02604.jpg,jpg/image_02604.jpg,83.0,columbine,train,columbine,83.0,True,True
1350,image_02608,image_02608.jpg,jpg/image_02608.jpg,83.0,columbine,train,columbine,83.0,True,True
1333,image_02620,image_02620.jpg,jpg/image_02620.jpg,83.0,columbine,train,columbine,83.0,True,True
1342,image_02622,image_02622.jpg,jpg/image_02622.jpg,83.0,columbine,train,bolero deep blue,83.0,False,True
1359,image_02630,image_02630.jpg,jpg/image_02630.jpg,83.0,columbine,train,columbine,83.0,True,True
1357,image_02636,image_02636.jpg,jpg/image_02636.jpg,83.0,columbine,train,columbine,83.0,True,True
1371,image_02641,image_02641.jpg,jpg/image_02641.jpg,57.0,geranium,train,pelargonium,57.0,False,True
1411,image_02642,image_02642.jpg,jpg/image_02642.jpg,57.0,geranium,train,geranium,57.0,True,True
1363,image_02648,image_02648.jpg,jpg/image_02648.jpg,57.0,geranium,train,geranium,57.0,True,True
1384,image_02655,image_02655.jpg,jpg/image_02655.jpg,57.0,geranium,train,geranium,57.0,True,True
1389,image_02666,image_02666.jpg,jpg/image_02666.jpg,57.0,geranium,train,geranium,57.0,True,True
1394,image_02671,image_02671.jpg,jpg/image_02671.jpg,57.0,geranium,train,geranium,57.0,True,True
1376,image_02673,image_02673.jpg,jpg/image_02673.jpg,57.0,geranium,train,geranium,57.0,True,True
1412,image_02674,image_02674.jpg,jpg/image_02674.jpg,57.0,geranium,train,geranium,57.0,True,True
1396,image_02676,image_02676.jpg,jpg/image_02676.jpg,57.0,geranium,train,geranium,57.0,True,True
1410,image_02681,image_02681.jpg,jpg/image_02681.jpg,57.0,geranium,train,pelargonium,57.0,False,True
1375,image_02684,image_02684.jpg,jpg/image_02684.jpg,57.0,geranium,train,geranium,57.0,True,True
1370,image_02690,image_02690.jpg,jpg/image_02690.jpg,57.0,geranium,train,pelargonium,57.0,False,True
1400,image_02691,image_02691.jpg,jpg/image_02691.jpg,57.0,geranium,train,geranium,57.0,True,True
1380,image_02712,image_02712.jpg,jpg/image_02712.jpg,57.0,geranium,train,geranium,57.0,True,True
1416,image_02713,image_02713.jpg,jpg/image_02713.jpg,57.0,geranium,train,geranium,57.0,True,True
1391,image_02716,image_02716.jpg,jpg/image_02716.jpg,57.0,geranium,train,pelargonium,57.0,False,True
1415,image_02728,image_02728.jpg,jpg/image_02728.jpg,57.0,geranium,train,pelargonium,57.0,False,True
1385,image_02733,image_02733.jpg,jpg/image_02733.jpg,57.0,geranium,train,pelargonium,57.0,False,True
1372,image_02734,image_02734.jpg,jpg/image_02734.jpg,57.0,geranium,train,pelargonium,57.0,False,True
1382,image_02736,image_02736.jpg,jpg/image_02736.jpg,57.0,geranium,train,pelargonium,57.0,False,True
1373,image_02743,image_02743.jpg,jpg/image_02743.jpg,57.0,geranium,train,geranium,57.0,True,True
1388,image_02745,image_02745.jpg,jpg/image_02745.jpg,57.0,geranium,train,pelargonium,57.0,False,True
1414,image_02752,image_02752.jpg,jpg/image_02752.jpg,57.0,geranium,train,geranium,57.0,True,True
1442,image_02755,image_02755.jpg,jpg/image_02755.jpg,55.0,bishop of llandaff,train,bishop of llandaff,55.0,True,True
1453,image_02757,image_02757.jpg,jpg/image_02757.jpg,55.0,bishop of llandaff,train,bishop of llandaff,55.0,True,True
1431,image_02761,image_02761.jpg,jpg/image_02761.jpg,55.0,bishop of llandaff,train,bishop of llandaff,55.0,True,True
1464,image_02771,image_02771.jpg,jpg/image_02771.jpg,55.0,bishop of llandaff,train,bishop of llandaff,55.0,True,True
1439,image_02782,image_02782.jpg,jpg/image_02782.jpg,55.0,bishop of llandaff,train,bishop of llandaff,55.0,True,True
1440,image_02787,image_02787.jpg,jpg/image_02787.jpg,55.0,bishop of llandaff,train,bishop of llandaff,55.0,True,True
1455,image_02797,image_02797.jpg,jpg/image_02797.jpg,55.0,bishop of llandaff,train,bishop of llandaff,55.0,True,True
1441,image_02800,image_02800.jpg,jpg/image_02800.jpg,55.0,bishop of llandaff,train,bishop of llandaff,55.0,True,True
1425,image_02807,image_02807.jpg,jpg/image_02807.jpg,55.0,bishop of llandaff,train,bishop of llandaff,55.0,True,True
1435,image_02809,image_02809.jpg,jpg/image_02809.jpg,55.0,bishop of llandaff,train,fire lily,55.0,False,True
1445,image_02817,image_02817.jpg,jpg/image_02817.jpg,55.0,bishop of llandaff,train,bishop of llandaff,55.0,True,True
1422,image_02819,image_02819.jpg,jpg/image_02819.jpg,55.0,bishop of llandaff,train,bishop of llandaff,55.0,True,True
1444,image_02826,image_02826.jpg,jpg/image_02826.jpg,55.0,bishop of llandaff,train,bishop of llandaff,55.0,True,True
1452,image_02830,image_02830.jpg,jpg/image_02830.jpg,55.0,bishop of llandaff,train,bishop of llandaff,55.0,True,True
1433,image_02832,image_02832.jpg,jpg/image_02832.jpg,55.0,bishop of llandaff,train,bishop of llandaff,55.0,True,True
1472,image_02845,image_02845.jpg,jpg/image_02845.jpg,55.0,bishop of llandaff,train,bishop of llandaff,55.0,True,True
1493,image_02862,image_02862.jpg,jpg/image_02862.jpg,85.0,tree mallow,train,mallow,85.0,False,True
1480,image_02865,image_02865.jpg,jpg/image_02865.jpg,85.0,tree mallow,train,petunia,85.0,False,True
1495,image_02874,image_02874.jpg,jpg/image_02874.jpg,85.0,tree mallow,train,tree mallow,85.0,True,True
1484,image_02880,image_02880.jpg,jpg/image_02880.jpg,85.0,tree mallow,train,mallow,85.0,False,True
1474,image_02888,image_02888.jpg,jpg/image_02888.jpg,85.0,tree mallow,train,tree mallow,85.0,True,True
1496,image_02897,image_02897.jpg,jpg/image_02897.jpg,85.0,tree mallow,train,mallow,85.0,False,True
1479,image_02898,image_02898.jpg,jpg/image_02898.jpg,85.0,tree mallow,train,tree mallow,85.0,True,True
1491,image_02902,image_02902.jpg,jpg/image_02902.jpg,85.0,tree mallow,train,tree mallow,85.0,True,True
1483,image_02915,image_02915.jpg,jpg/image_02915.jpg,85.0,tree mallow,train,mallow,85.0,False,True
1486,image_02919,image_02919.jpg,jpg/image_02919.jpg,85.0,tree mallow,train,mallow,85.0,False,True
1536,image_02924,image_02924.jpg,jpg/image_02924.jpg,59.0,pink-yellow dahlia,train,pink-yellow dahlia,59.0,True,True
1552,image_02927,image_02927.jpg,jpg/image_02927.jpg,59.0,pink-yellow dahlia,train,pink-yellow dahlia,59.0,True,True
1520,image_02933,image_02933.jpg,jpg/image_02933.jpg,59.0,pink-yellow dahlia,train,pink-yellow dahlia,59.0,True,True
1531,image_02939,image_02939.jpg,jpg/image_02939.jpg,59.0,pink-yellow dahlia,train,pink-yellow dahlia,59.0,True,True
1515,image_02959,image_02959.jpg,jpg/image_02959.jpg,59.0,pink-yellow dahlia,train,pink-yellow dahlia,59.0,True,True
1517,image_02962,image_02962.jpg,jpg/image_02962.jpg,59.0,pink-yellow dahlia,train,pink-yellow dahlia,59.0,True,True
1535,image_02965,image_02965.jpg,jpg/image_02965.jpg,59.0,pink-yellow dahlia,train,pink-yellow dahlia,59.0,True,True
1519,image_02966,image_02966.jpg,jpg/image_02966.jpg,59.0,pink-yellow dahlia,train,pink-yellow dahlia,59.0,True,True
1555,image_02982,image_02982.jpg,jpg/image_02982.jpg,59.0,pink-yellow dahlia,train,pink-yellow dahlia,59.0,True,True
1534,image_02991,image_02991.jpg,jpg/image_02991.jpg,59.0,pink-yellow dahlia,train,pink-yellow dahlia,59.0,True,True
1505,image_02997,image_02997.jpg,jpg/image_02997.jpg,59.0,pink-yellow dahlia,train,pink-yellow dahlia,59.0,True,True
1542,image_02999,image_02999.jpg,jpg/image_02999.jpg,59.0,pink-yellow dahlia,train,pink-yellow dahlia,59.0,True,True
1508,image_03009,image_03009.jpg,jpg/image_03009.jpg,59.0,pink-yellow dahlia,train,orange dahlia,59.0,False,True
1510,image_03022,image_03022.jpg,jpg/image_03022.jpg,59.0,pink-yellow dahlia,train,pink-yellow dahlia,59.0,True,True
1506,image_03023,image_03023.jpg,jpg/image_03023.jpg,59.0,pink-yellow dahlia,train,pink-yellow dahlia,59.0,True,True
1509,image_03024,image_03024.jpg,jpg/image_03024.jpg,59.0,pink-yellow dahlia,train,pink-yellow dahlia,59.0,True,True
1530,image_03026,image_03026.jpg,jpg/image_03026.jpg,59.0,pink-yellow dahlia,train,pink-yellow dahlia,59.0,True,True
1557,image_03035,image_03035.jpg,jpg/image_03035.jpg,91.0,bee balm,train,bee balm,91.0,True,True
1570,image_03036,image_03036.jpg,jpg/image_03036.jpg,91.0,bee balm,train,bee balm,91.0,True,True
1562,image_03040,image_03040.jpg,jpg/image_03040.jpg,91.0,bee balm,train,bee balm,91.0,True,True
1585,image_03045,image_03045.jpg,jpg/image_03045.jpg,91.0,bee balm,train,bee balm,91.0,True,True
1582,image_03051,image_03051.jpg,jpg/image_03051.jpg,91.0,bee balm,train,bee balm,91.0,True,True
1577,image_03055,image_03055.jpg,jpg/image_03055.jpg,91.0,bee balm,train,bee balm,91.0,True,True
1574,image_03058,image_03058.jpg,jpg/image_03058.jpg,91.0,bee balm,train,bee balm,91.0,True,True
1558,image_03062,image_03062.jpg,jpg/image_03062.jpg,91.0,bee balm,train,bee balm,91.0,True,True
1563,image_03072,image_03072.jpg,jpg/image_03072.jpg,91.0,bee balm,train,bee balm,91.0,True,True
1580,image_03074,image_03074.jpg,jpg/image_03074.jpg,91.0,bee balm,train,bee balm,91.0,True,True
1571,image_03076,image_03076.jpg,jpg/image_03076.jpg,91.0,bee balm,train,bee balm,91.0,True,True
1581,image_03078,image_03078.jpg,jpg/image_03078.jpg,91.0,bee balm,train,bee balm,91.0,True,True
1587,image_03079,image_03079.jpg,jpg/image_03079.jpg,91.0,bee balm,train,bee balm,91.0,True,True
1567,image_03081,image_03081.jpg,jpg/image_03081.jpg,91.0,bee balm,train,bee balm,91.0,True,True
1564,image_03091,image_03091.jpg,jpg/image_03091.jpg,91.0,bee balm,train,bee balm,91.0,True,True
1572,image_03094,image_03094.jpg,jpg/image_03094.jpg,91.0,bee balm,train,bee balm,91.0,True,True
1628,image_03098,image_03098.jpg,jpg/image_03098.jpg,10.0,snapdragon,train,moon orchid,10.0,False,True
1630,image_03107,image_03107.jpg,jpg/image_03107.jpg,10.0,snapdragon,train,snapdragon,10.0,True,True
1610,image_03113,image_03113.jpg,jpg/image_03113.jpg,10.0,snapdragon,train,canterbury bells,10.0,False,True
1622,image_03114,image_03114.jpg,jpg/image_03114.jpg,10.0,snapdragon,train,snapdragon,10.0,True,True
1599,image_03118,image_03118.jpg,jpg/image_03118.jpg,10.0,snapdragon,train,snapdragon,10.0,True,True
1597,image_03127,image_03127.jpg,jpg/image_03127.jpg,10.0,snapdragon,train,snapdragon,10.0,True,True
1624,image_03130,image_03130.jpg,jpg/image_03130.jpg,10.0,snapdragon,train,snapdragon,10.0,True,True
1623,image_03141,image_03141.jpg,jpg/image_03141.jpg,10.0,snapdragon,train,snapdragon,10.0,True,True
1605,image_03145,image_03145.jpg,jpg/image_03145.jpg,10.0,snapdragon,train,snapdragon,10.0,True,True
1617,image_03146,image_03146.jpg,jpg/image_03146.jpg,10.0,snapdragon,train,snapdragon,10.0,True,True
1620,image_03149,image_03149.jpg,jpg/image_03149.jpg,10.0,snapdragon,train,snapdragon,10.0,True,True
1631,image_03158,image_03158.jpg,jpg/image_03158.jpg,10.0,snapdragon,train,hard-leaved pocket orchid,10.0,False,True
1592,image_03161,image_03161.jpg,jpg/image_03161.jpg,10.0,snapdragon,train,snapdragon,10.0,True,True
1593,image_03170,image_03170.jpg,jpg/image_03170.jpg,10.0,snapdragon,train,snapdragon,10.0,True,True
1621,image_03172,image_03172.jpg,jpg/image_03172.jpg,10.0,snapdragon,train,snapdragon,10.0,True,True
1615,image_03173,image_03173.jpg,jpg/image_03173.jpg,10.0,snapdragon,train,snapdragon,10.0,True,True
1619,image_03178,image_03178.jpg,jpg/image_03178.jpg,10.0,snapdragon,train,snapdragon,10.0,True,True
1645,image_03184,image_03184.jpg,jpg/image_03184.jpg,64.0,californian poppy,train,californian poppy,64.0,True,True
1679,image_03193,image_03193.jpg,jpg/image_03193.jpg,64.0,californian poppy,train,californian poppy,64.0,True,True
1658,image_03202,image_03202.jpg,jpg/image_03202.jpg,64.0,californian poppy,train,californian poppy,64.0,True,True
1639,image_03205,image_03205.jpg,jpg/image_03205.jpg,64.0,californian poppy,train,californian poppy,64.0,True,True
1682,image_03213,image_03213.jpg,jpg/image_03213.jpg,64.0,californian poppy,train,californian poppy,64.0,True,True
1683,image_03233,image_03233.jpg,jpg/image_03233.jpg,64.0,californian poppy,train,californian poppy,64.0,True,True
1676,image_03244,image_03244.jpg,jpg/image_03244.jpg,64.0,californian poppy,train,californian poppy,64.0,True,True
1652,image_03249,image_03249.jpg,jpg/image_03249.jpg,64.0,californian poppy,train,californian poppy,64.0,True,True
1651,image_03250,image_03250.jpg,jpg/image_03250.jpg,64.0,californian poppy,train,californian poppy,64.0,True,True
1642,image_03251,image_03251.jpg,jpg/image_03251.jpg,64.0,californian poppy,train,californian poppy,64.0,True,True
1669,image_03254,image_03254.jpg,jpg/image_03254.jpg,64.0,californian poppy,train,windflower,64.0,False,True
1672,image_03258,image_03258.jpg,jpg/image_03258.jpg,64.0,californian poppy,train,globe-flower,64.0,False,True
1655,image_03265,image_03265.jpg,jpg/image_03265.jpg,64.0,californian poppy,train,californian poppy,64.0,True,True
1673,image_03269,image_03269.jpg,jpg/image_03269.jpg,64.0,californian poppy,train,californian poppy,64.0,True,True
1643,image_03271,image_03271.jpg,jpg/image_03271.jpg,64.0,californian poppy,train,californian poppy,64.0,True,True
1680,image_03272,image_03272.jpg,jpg/image_03272.jpg,64.0,californian poppy,train,californian poppy,64.0,True,True
1677,image_03275,image_03275.jpg,jpg/image_03275.jpg,64.0,californian poppy,train,californian poppy,64.0,True,True
1650,image_03280,image_03280.jpg,jpg/image_03280.jpg,64.0,californian poppy,train,windflower,64.0,False,True
1662,image_03281,image_03281.jpg,jpg/image_03281.jpg,64.0,californian poppy,train,californian poppy,64.0,True,True
1699,image_03290,image_03290.jpg,jpg/image_03290.jpg,7.0,bird of paradise,train,bird of paradise,7.0,True,True
1685,image_03295,image_03295.jpg,jpg/image_03295.jpg,7.0,bird of paradise,train,bird of paradise,7.0,True,True
1722,image_03299,image_03299.jpg,jpg/image_03299.jpg,7.0,bird of paradise,train,bird of paradise,7.0,True,True
1710,image_03305,image_03305.jpg,jpg/image_03305.jpg,7.0,bird of paradise,train,bird of paradise,7.0,True,True
1701,image_03308,image_03308.jpg,jpg/image_03308.jpg,7.0,bird of paradise,train,bird of paradise,7.0,True,True
1709,image_03319,image_03319.jpg,jpg/image_03319.jpg,7.0,bird of paradise,train,bird of paradise,7.0,True,True
1719,image_03322,image_03322.jpg,jpg/image_03322.jpg,7.0,bird of paradise,train,bird of paradise,7.0,True,True
1725,image_03324,image_03324.jpg,jpg/image_03324.jpg,7.0,bird of paradise,train,bird of paradise,7.0,True,True
1714,image_03325,image_03325.jpg,jpg/image_03325.jpg,7.0,bird of paradise,train,bird of paradise,7.0,True,True
1690,image_03326,image_03326.jpg,jpg/image_03326.jpg,7.0,bird of paradise,train,bird of paradise,7.0,True,True
1724,image_03328,image_03328.jpg,jpg/image_03328.jpg,7.0,bird of paradise,train,bird of paradise,7.0,True,True
1716,image_03329,image_03329.jpg,jpg/image_03329.jpg,7.0,bird of paradise,train,bird of paradise,7.0,True,True
1684,image_03331,image_03331.jpg,jpg/image_03331.jpg,7.0,bird of paradise,train,bird of paradise,7.0,True,True
1706,image_03353,image_03353.jpg,jpg/image_03353.jpg,7.0,bird of paradise,train,bird of paradise,7.0,True,True
1687,image_03361,image_03361.jpg,jpg/image_03361.jpg,7.0,bird of paradise,train,bird of paradise,7.0,True,True
1712,image_03362,image_03362.jpg,jpg/image_03362.jpg,7.0,bird of paradise,train,bird of paradise,7.0,True,True
1763,image_03381,image_03381.jpg,jpg/image_03381.jpg,22.0,fritillary,train,fritillary,22.0,True,True
1732,image_03392,image_03392.jpg,jpg/image_03392.jpg,22.0,fritillary,train,fritillary,22.0,True,True
1726,image_03394,image_03394.jpg,jpg/image_03394.jpg,22.0,fritillary,train,fritillary,22.0,True,True
1741,image_03403,image_03403.jpg,jpg/image_03403.jpg,22.0,fritillary,train,fritillary,22.0,True,True
1727,image_03404,image_03404.jpg,jpg/image_03404.jpg,22.0,fritillary,train,fritillary,22.0,True,True
1768,image_03411,image_03411.jpg,jpg/image_03411.jpg,22.0,fritillary,train,fritillary,22.0,True,True
1747,image_03416,image_03416.jpg,jpg/image_03416.jpg,22.0,fritillary,train,fritillary,22.0,True,True
1764,image_03419,image_03419.jpg,jpg/image_03419.jpg,22.0,fritillary,train,fritillary,22.0,True,True
1762,image_03421,image_03421.jpg,jpg/image_03421.jpg,22.0,fritillary,train,fritillary,22.0,True,True
1740,image_03422,image_03422.jpg,jpg/image_03422.jpg,22.0,fritillary,train,fritillary,22.0,True,True
1734,image_03423,image_03423.jpg,jpg/image_03423.jpg,22.0,fritillary,train,fritillary,22.0,True,True
1745,image_03425,image_03425.jpg,jpg/image_03425.jpg,22.0,fritillary,train,fritillary,22.0,True,True
1756,image_03438,image_03438.jpg,jpg/image_03438.jpg,22.0,fritillary,train,fritillary,22.0,True,True
1767,image_03444,image_03444.jpg,jpg/image_03444.jpg,22.0,fritillary,train,fritillary,22.0,True,True
1746,image_03445,image_03445.jpg,jpg/image_03445.jpg,22.0,fritillary,train,fritillary,22.0,True,True
1758,image_03451,image_03451.jpg,jpg/image_03451.jpg,22.0,fritillary,train,fritillary,22.0,True,True
1780,image_03467,image_03467.jpg,jpg/image_03467.jpg,29.0,sweet william,train,sweet william,29.0,True,True
1779,image_03469,image_03469.jpg,jpg/image_03469.jpg,29.0,sweet william,train,sweet william,29.0,True,True
1811,image_03470,image_03470.jpg,jpg/image_03470.jpg,29.0,sweet william,train,garden phlox,29.0,False,True
1793,image_03475,image_03475.jpg,jpg/image_03475.jpg,29.0,sweet william,train,sweet william,29.0,True,True
1785,image_03476,image_03476.jpg,jpg/image_03476.jpg,29.0,sweet william,train,sweet william,29.0,True,True
1782,image_03480,image_03480.jpg,jpg/image_03480.jpg,29.0,sweet william,train,sweet william,29.0,True,True
1772,image_03481,image_03481.jpg,jpg/image_03481.jpg,29.0,sweet william,train,sweet william,29.0,True,True
1796,image_03482,image_03482.jpg,jpg/image_03482.jpg,29.0,sweet william,train,sweet william,29.0,True,True
1804,image_03485,image_03485.jpg,jpg/image_03485.jpg,29.0,sweet william,train,garden phlox,29.0,False,True
1788,image_03487,image_03487.jpg,jpg/image_03487.jpg,29.0,sweet william,train,sweet william,29.0,True,True
1800,image_03492,image_03492.jpg,jpg/image_03492.jpg,29.0,sweet william,train,sweet william,29.0,True,True
1789,image_03498,image_03498.jpg,jpg/image_03498.jpg,29.0,sweet william,train,garden phlox,29.0,False,True
1787,image_03503,image_03503.jpg,jpg/image_03503.jpg,29.0,sweet william,train,garden phlox,29.0,False,True
1783,image_03514,image_03514.jpg,jpg/image_03514.jpg,29.0,sweet william,train,sweet william,29.0,True,True
1792,image_03515,image_03515.jpg,jpg/image_03515.jpg,29.0,sweet william,train,sweet william,29.0,True,True
1781,image_03522,image_03522.jpg,jpg/image_03522.jpg,29.0,sweet william,train,sweet william,29.0,True,True
1809,image_03528,image_03528.jpg,jpg/image_03528.jpg,29.0,sweet william,train,sweet william,29.0,True,True
1794,image_03529,image_03529.jpg,jpg/image_03529.jpg,29.0,sweet william,train,sweet william,29.0,True,True
1777,image_03530,image_03530.jpg,jpg/image_03530.jpg,29.0,sweet william,train,sweet william,29.0,True,True
1784,image_03531,image_03531.jpg,jpg/image_03531.jpg,29.0,sweet william,train,sweet william,29.0,True,True
1858,image_03550,image_03550.jpg,jpg/image_03550.jpg,71.0,azalea,train,azalea,71.0,True,True
1850,image_03555,image_03555.jpg,jpg/image_03555.jpg,71.0,azalea,train,azalea,71.0,True,True
1829,image_03562,image_03562.jpg,jpg/image_03562.jpg,71.0,azalea,train,azalea,71.0,True,True
1857,image_03565,image_03565.jpg,jpg/image_03565.jpg,71.0,azalea,train,desert-rose,71.0,False,True
1822,image_03579,image_03579.jpg,jpg/image_03579.jpg,71.0,azalea,train,azalea,71.0,True,True
1817,image_03584,image_03584.jpg,jpg/image_03584.jpg,71.0,azalea,train,azalea,71.0,True,True
1816,image_03586,image_03586.jpg,jpg/image_03586.jpg,71.0,azalea,train,azalea,71.0,True,True
1860,image_03597,image_03597.jpg,jpg/image_03597.jpg,71.0,azalea,train,azalea,71.0,True,True
1843,image_03600,image_03600.jpg,jpg/image_03600.jpg,71.0,azalea,train,azalea,71.0,True,True
1833,image_03606,image_03606.jpg,jpg/image_03606.jpg,71.0,azalea,train,azalea,71.0,True,True
1835,image_03611,image_03611.jpg,jpg/image_03611.jpg,71.0,azalea,train,azalea,71.0,True,True
1828,image_03612,image_03612.jpg,jpg/image_03612.jpg,71.0,azalea,train,azalea,71.0,True,True
1821,image_03615,image_03615.jpg,jpg/image_03615.jpg,71.0,azalea,train,azalea,71.0,True,True
1844,image_03622,image_03622.jpg,jpg/image_03622.jpg,71.0,azalea,train,pink primrose,71.0,False,True
1848,image_03630,image_03630.jpg,jpg/image_03630.jpg,71.0,azalea,train,azalea,71.0,True,True
1819,image_03631,image_03631.jpg,jpg/image_03631.jpg,71.0,azalea,train,azalea,71.0,True,True
1852,image_03633,image_03633.jpg,jpg/image_03633.jpg,71.0,azalea,train,azalea,71.0,True,True
1855,image_03638,image_03638.jpg,jpg/image_03638.jpg,71.0,azalea,train,azalea,71.0,True,True
1868,image_03650,image_03650.jpg,jpg/image_03650.jpg,52.0,primula,train,primula,52.0,True,True
1905,image_03652,image_03652.jpg,jpg/image_03652.jpg,52.0,primula,train,primula,52.0,True,True
1880,image_03653,image_03653.jpg,jpg/image_03653.jpg,52.0,primula,train,primula,52.0,True,True
1867,image_03654,image_03654.jpg,jpg/image_03654.jpg,52.0,primula,train,primula,52.0,True,True
1873,image_03655,image_03655.jpg,jpg/image_03655.jpg,52.0,primula,train,primula,52.0,True,True
1894,image_03656,image_03656.jpg,jpg/image_03656.jpg,52.0,primula,train,pink primrose,52.0,False,True
1887,image_03657,image_03657.jpg,jpg/image_03657.jpg,52.0,primula,train,primula,52.0,True,True
1881,image_03664,image_03664.jpg,jpg/image_03664.jpg,52.0,primula,train,pink primrose,52.0,False,True
1889,image_03672,image_03672.jpg,jpg/image_03672.jpg,52.0,primula,train,primula,52.0,True,True
1906,image_03680,image_03680.jpg,jpg/image_03680.jpg,52.0,primula,train,pink primrose,52.0,False,True
1875,image_03682,image_03682.jpg,jpg/image_03682.jpg,52.0,primula,train,pink primrose,52.0,False,True
1862,image_03686,image_03686.jpg,jpg/image_03686.jpg,52.0,primula,train,pink primrose,52.0,False,True
1883,image_03701,image_03701.jpg,jpg/image_03701.jpg,52.0,primula,train,primula,52.0,True,True
1877,image_03702,image_03702.jpg,jpg/image_03702.jpg,52.0,primula,train,pink primrose,52.0,False,True
1904,image_03703,image_03703.jpg,jpg/image_03703.jpg,52.0,primula,train,primula,52.0,True,True
1907,image_03704,image_03704.jpg,jpg/image_03704.jpg,52.0,primula,train,primula,52.0,True,True
1902,image_03710,image_03710.jpg,jpg/image_03710.jpg,52.0,primula,train,primula,52.0,True,True
1876,image_03711,image_03711.jpg,jpg/image_03711.jpg,52.0,primula,train,primula,52.0,True,True
1863,image_03715,image_03715.jpg,jpg/image_03715.jpg,52.0,primula,train,bolero deep blue,52.0,False,True
1891,image_03721,image_03721.jpg,jpg/image_03721.jpg,52.0,primula,train,primula,52.0,True,True
1900,image_03722,image_03722.jpg,jpg/image_03722.jpg,52.0,primula,train,primula,52.0,True,True
1888,image_03724,image_03724.jpg,jpg/image_03724.jpg,52.0,primula,train,primula,52.0,True,True
1899,image_03726,image_03726.jpg,jpg/image_03726.jpg,52.0,primula,train,primula,52.0,True,True
1903,image_03731,image_03731.jpg,jpg/image_03731.jpg,52.0,primula,train,bolero deep blue,52.0,False,True
1921,image_03734,image_03734.jpg,jpg/image_03734.jpg,36.0,cape flower,train,sword lily,36.0,False,True
1948,image_03736,image_03736.jpg,jpg/image_03736.jpg,36.0,cape flower,train,sword lily,36.0,False,True
1946,image_03738,image_03738.jpg,jpg/image_03738.jpg,36.0,cape flower,train,sword lily,36.0,False,True
1931,image_03766,image_03766.jpg,jpg/image_03766.jpg,36.0,cape flower,train,sword lily,36.0,False,True
1932,image_03769,image_03769.jpg,jpg/image_03769.jpg,36.0,cape flower,train,sword lily,36.0,False,True
1911,image_03770,image_03770.jpg,jpg/image_03770.jpg,36.0,cape flower,train,sword lily,36.0,False,True
1941,image_03784,image_03784.jpg,jpg/image_03784.jpg,36.0,cape flower,train,pelargonium,36.0,False,True
1957,image_03806,image_03806.jpg,jpg/image_03806.jpg,36.0,cape flower,train,pelargonium,36.0,False,True
1987,image_03833,image_03833.jpg,jpg/image_03833.jpg,16.0,purple coneflower,train,purple coneflower,16.0,True,True
1995,image_03844,image_03844.jpg,jpg/image_03844.jpg,16.0,purple coneflower,train,purple coneflower,16.0,True,True
2003,image_03846,image_03846.jpg,jpg/image_03846.jpg,16.0,purple coneflower,train,purple coneflower,16.0,True,True
1963,image_03847,image_03847.jpg,jpg/image_03847.jpg,16.0,purple coneflower,train,purple coneflower,16.0,True,True
